month,long_portfolio,short_portfolio,long_return,short_return,ls_spread,nifty_return
2016-03,"['INDUSINDBK.NS', 'BAJFINANCE.NS', 'DIVISLAB.NS', 'ADANIPORTS.NS', 'NESTLEIND.NS', 'CIPLA.NS', 'EICHERMOT.NS', 'UPL.NS', 'SUNPHARMA.NS', 'BAJAJFINSV.NS']","['ITC.NS', 'WIPRO.NS', 'BPCL.NS', 'POWERGRID.NS', 'ULTRACEMCO.NS', 'COALINDIA.NS', 'GRASIM.NS', 'AXISBANK.NS', 'HEROMOTOCO.NS', 'INFY.NS']",0.04867096777424536,0.02703504897169095,0.02163591880255441,0.027751114084171892
2016-04,"['MARUTI.NS', 'SUNPHARMA.NS', 'SBIN.NS', 'ADANIPORTS.NS', 'BAJFINANCE.NS', 'BHARTIARTL.NS', 'EICHERMOT.NS', 'BAJAJFINSV.NS', 'DIVISLAB.NS', 'NESTLEIND.NS']","['ITC.NS', 'AXISBANK.NS', 'DRREDDY.NS', 'POWERGRID.NS', 'M&M.NS', 'TATASTEEL.NS', 'HCLTECH.NS', 'NTPC.NS', 'BRITANNIA.NS', 'COALINDIA.NS']",0.014337734593315688,0.04219966141322746,-0.027861926819911773,0.03881352735889965
2016-05,"['BAJFINANCE.NS', 'LT.NS', 'INDUSINDBK.NS', 'TECHM.NS', 'MARUTI.NS', 'SBIN.NS', 'HINDALCO.NS', 'NESTLEIND.NS', 'SHREECEM.NS', 'EICHERMOT.NS']","['ICICIBANK.NS', 'BPCL.NS', 'COALINDIA.NS', 'DRREDDY.NS', 'NTPC.NS', 'RELIANCE.NS', 'ITC.NS', 'BAJAJ-AUTO.NS', 'TATASTEEL.NS', 'JSWSTEEL.NS']",0.08967166331546508,0.08885864006043591,0.0008130232550291744,0.0739034093557742
2016-06,"['SHREECEM.NS', 'BAJFINANCE.NS', 'INDUSINDBK.NS', 'MARUTI.NS', 'ADANIPORTS.NS', 'JSWSTEEL.NS', 'HDFCBANK.NS', 'BRITANNIA.NS', 'UPL.NS', 'BHARTIARTL.NS']","['SUNPHARMA.NS', 'NESTLEIND.NS', 'HINDUNILVR.NS', 'AXISBANK.NS', 'POWERGRID.NS', 'RELIANCE.NS', 'TECHM.NS', 'NTPC.NS', 'TITAN.NS', 'ITC.NS']",0.14397854909312652,0.0482554273419707,0.09572312175115583,0.07806144247902785
2016-07,"['ADANIPORTS.NS', 'BAJFINANCE.NS', 'EICHERMOT.NS', 'BAJAJFINSV.NS', 'MARUTI.NS', 'SHREECEM.NS', 'DIVISLAB.NS', 'TATASTEEL.NS', 'INDUSINDBK.NS', 'ICICIBANK.NS']","['RELIANCE.NS', 'TECHM.NS', 'SUNPHARMA.NS', 'POWERGRID.NS', 'NESTLEIND.NS', 'INFY.NS', 'ITC.NS', 'TATACONSUM.NS', 'TCS.NS', 'ASIANPAINT.NS']",0.0646445289461463,-0.02755543536869055,0.09219996431483686,0.027829868968168636
2016-08,"['BAJFINANCE.NS', 'UPL.NS', 'BAJAJFINSV.NS', 'SUNPHARMA.NS', 'APOLLOHOSP.NS', 'INDUSINDBK.NS', 'AXISBANK.NS', 'EICHERMOT.NS', 'BRITANNIA.NS', 'SBIN.NS']","['COALINDIA.NS', 'JSWSTEEL.NS', 'ICICIBANK.NS', 'NTPC.NS', 'CIPLA.NS', 'TITAN.NS', 'RELIANCE.NS', 'TECHM.NS', 'ITC.NS', 'NESTLEIND.NS']",0.016161168900189142,-0.016244595676690336,0.03240576457687948,0.0048497252552174444
2016-09,"['BAJFINANCE.NS', 'ADANIPORTS.NS', 'DRREDDY.NS', 'BAJAJFINSV.NS', 'SHREECEM.NS', 'UPL.NS', 'MARUTI.NS', 'JSWSTEEL.NS', 'INDUSINDBK.NS', 'BRITANNIA.NS']","['ITC.NS', 'NTPC.NS', 'TCS.NS', 'COALINDIA.NS', 'BHARTIARTL.NS', 'POWERGRID.NS', 'TITAN.NS', 'CIPLA.NS', 'NESTLEIND.NS', 'HINDALCO.NS']",-0.08050508609443864,-0.03738810314815831,-0.04311698294628033,-0.06212920469914317
2016-10,"['BAJAJFINSV.NS', 'HINDALCO.NS', 'BAJFINANCE.NS', 'AXISBANK.NS', 'INFY.NS', 'UPL.NS', 'ASIANPAINT.NS', 'WIPRO.NS', 'INDUSINDBK.NS', 'SHREECEM.NS']","['ICICIBANK.NS', 'SBIN.NS', 'ITC.NS', 'BHARTIARTL.NS', 'TCS.NS', 'M&M.NS', 'NTPC.NS', 'NESTLEIND.NS', 'DIVISLAB.NS', 'ONGC.NS']",-0.06261233977837957,-0.019903070868074423,-0.042709268910305145,-0.04738134087789096
2016-11,"['BAJAJFINSV.NS', 'APOLLOHOSP.NS', 'BRITANNIA.NS', 'KOTAKBANK.NS', 'SHREECEM.NS', 'AXISBANK.NS', 'ADANIPORTS.NS', 'HINDALCO.NS', 'UPL.NS', 'EICHERMOT.NS']","['HEROMOTOCO.NS', 'ITC.NS', 'WIPRO.NS', 'HCLTECH.NS', 'TECHM.NS', 'SUNPHARMA.NS', 'COALINDIA.NS', 'POWERGRID.NS', 'NTPC.NS', 'ONGC.NS']",0.00910045113902586,0.003958817716252631,0.005141633422773228,0.011307394585830128
2016-12,"['DIVISLAB.NS', 'SHREECEM.NS', 'BAJAJFINSV.NS', 'HINDALCO.NS', 'TITAN.NS', 'UPL.NS', 'INDUSINDBK.NS', 'MARUTI.NS', 'EICHERMOT.NS', 'APOLLOHOSP.NS']","['ASIANPAINT.NS', 'M&M.NS', 'ITC.NS', 'TCS.NS', 'AXISBANK.NS', 'ICICIBANK.NS', 'NTPC.NS', 'POWERGRID.NS', 'RELIANCE.NS', 'HCLTECH.NS']",0.13979387604088234,0.06492211183340836,0.07487176420747398,0.09639725514595693
2017-01,"['DIVISLAB.NS', 'TITAN.NS', 'SHREECEM.NS', 'ADANIPORTS.NS', 'BAJAJFINSV.NS', 'BAJFINANCE.NS', 'KOTAKBANK.NS', 'UPL.NS', 'BPCL.NS', 'EICHERMOT.NS']","['TCS.NS', 'MARUTI.NS', 'POWERGRID.NS', 'NESTLEIND.NS', 'RELIANCE.NS', 'COALINDIA.NS', 'HCLTECH.NS', 'NTPC.NS', 'ONGC.NS', 'ITC.NS']",0.10587648959057176,0.04278025446535784,0.06309623512521392,0.07058185897362441
